1	0.0	70.2830188679	0.697163458268	0.738589211618	0.655737704918
2	0.0	50.0	0.333333333333	0.0	0.666666666667
3	0.0	72.641509434	0.723436797121	0.694736842105	0.752136752137
4	0.0	74.4075829384	0.735956618465	0.782258064516	0.689655172414
5	0.0	49.7630331754	0.332278481013	0.0	0.664556962025
1	3.0	75.4716981132	0.747434017595	0.790322580645	0.704545454545
2	3.0	78.3018867925	0.782999554962	0.780952380952	0.785046728972
3	3.0	79.2452830189	0.788768115942	0.816666666667	0.760869565217
4	3.0	78.1990521327	0.778886458903	0.805084745763	0.752688172043
5	3.0	77.7251184834	0.777251184834	0.777251184834	0.777251184834
1	5.0	72.1698113208	0.716391175204	0.755186721992	0.677595628415
2	5.0	68.3962264151	0.659335651757	0.75092936803	0.567741935484
3	5.0	75.4716981132	0.754520352721	0.761467889908	0.747572815534
4	5.0	73.9336492891	0.739313071411	0.736842105263	0.741784037559
5	5.0	64.9289099526	0.642536630037	0.593406593407	0.691666666667
1	6.0	69.8113207547	0.685780453914	0.748031496063	0.623529411765
2	6.0	74.0566037736	0.737476077902	0.765957446809	0.708994708995
3	6.0	50.0	0.333333333333	0.0	0.666666666667
4	6.0	58.7677725118	0.548713031935	0.41610738255	0.681318681319
5	6.0	76.7772511848	0.767751645439	0.769953051643	0.765550239234
1	7.0	71.2264150943	0.705119142629	0.751020408163	0.659217877095
2	7.0	75.9433962264	0.758784552573	0.77130044843	0.746268656716
3	7.0	71.6981132075	0.706533776301	0.761904761905	0.651162790698
4	7.0	56.8720379147	0.482801346801	0.693602693603	0.272
5	7.0	77.2511848341	0.765294771969	0.806451612903	0.724137931034
1	8.0	69.8113207547	0.697440014272	0.711711711712	0.683168316832
2	8.0	50.0	0.333333333333	0.0	0.666666666667
3	8.0	74.5283018868	0.741976199062	0.712765957447	0.771186440678
4	8.0	63.981042654	0.6318640955	0.577777777778	0.685950413223
5	8.0	78.672985782	0.783441669518	0.810126582278	0.756756756757
1	10.0	60.8490566038	0.548993976676	0.712802768166	0.385185185185
2	10.0	67.9245283019	0.651315789474	0.75	0.552631578947
3	10.0	74.0566037736	0.739865693952	0.7533632287	0.726368159204
4	10.0	74.8815165877	0.748724862375	0.753488372093	0.743961352657
5	10.0	49.7630331754	0.332278481013	0.0	0.664556962025
